timestamp	cidade	latitude	longitude	temperatura	consumoKwh
2024-03-15 06:00:00	Belo Horizonte	-19.9167	-43.9333	20.0	380
2024-03-15 08:00:00	Belo Horizonte	-19.9167	-43.9333	23.0	440
2024-03-15 10:00:00	Belo Horizonte	-19.9167	-43.9333	26.0	520
2024-03-15 12:00:00	Belo Horizonte	-19.9167	-43.9333	28.5	600
2024-03-15 14:00:00	Belo Horizonte	-19.9167	-43.9333	30.0	700
2024-03-15 16:00:00	Belo Horizonte	-19.9167	-43.9333	29.5	680
2024-03-15 18:00:00	Belo Horizonte	-19.9167	-43.9333	27.0	560
2024-03-15 20:00:00	Belo Horizonte	-19.9167	-43.9333	24.0	470
2024-03-15 22:00:00	Belo Horizonte	-19.9167	-43.9333	21.0	400
2024-03-16 06:00:00	Contagem	-19.9322	-44.0539	19.5	370
2024-03-16 08:00:00	Contagem	-95.0000	-44.0539	22.0	420
2024-03-16 10:00:00	Contagem	-19.9322	-44.0539	-60.0	450
2024-03-16 12:00:00	Contagem	-19.9322	-44.0539	25.0	-50
2024-03-16 14:00:00	Contagem	-19.9322	-44.0539	27.5	580
2024-03-16 16:00:00	Contagem	-19.9322	-44.0539	26.0	540
2024-03-16 18:00:00	Contagem	-19.9322	-44.0539	24.0	460
2024-03-16 20:00:00	Contagem	-19.9322	-44.0539	21.5	410
2024-03-16 22:00:00	Contagem	-19.9322	-44.0539	19.0	360
2024-03-17 06:00:00	Betim	-19.9678	-44.1978	18.5	350
2024-03-17 08:00:00	Betim	-19.9678	-44.1978	20.5	390
2024-03-17 10:00:00	Betim	-19.9678	-44.1978	23.0	440
2024-03-17 12:00:00	Betim	92.5000	-44.1978	25.0	480
2024-03-17 14:00:00	Betim	-19.9678	-44.1978	65.0	520
2024-03-17 16:00:00	Betim	-19.9678	-44.1978	24.0	-100
2024-03-17 18:00:00	Betim	-19.9678	-44.1978	22.0	420
2024-03-17 20:00:00	Betim	-19.9678	-44.1978	20.0	380
2024-03-17 22:00:00	Betim	-19.9678	-44.1978	18.0	340
2024-03-18 06:00:00	Sabará	-19.8864	-43.8067	17.0	330
2024-03-18 08:00:00	Sabará	-19.8864	-43.8067	19.0	370
2024-03-18 10:00:00	Sabará	-19.8864	-43.8067	21.5	410
2024-03-18 12:00:00	Sabará	-19.8864	-43.8067	23.0	450
2024-03-18 14:00:00	Sabará	-19.8864	-43.8067	24.5	490
2024-03-18 16:00:00	Sabará	-185.0000	-43.8067	-55.0	530
2024-03-18 18:00:00	Sabará	-19.8864	-43.8067	22.0	-25
2024-03-18 20:00:00	Sabará	-19.8864	-43.8067	20.0	380
2024-03-18 22:00:00	Sabará	-19.8864	-43.8067	18.0	350
2024-03-19 06:00:00	Santa Luzia	-19.7697	-43.8514	16.5	320
2024-03-19 08:00:00	Santa Luzia	-19.7697	-43.8514	18.5	360
2024-03-19 10:00:00	Santa Luzia	-19.7697	-43.8514	20.5	400
2024-03-19 12:00:00	Santa Luzia	-19.7697	-43.8514	22.0	440
2024-03-19 14:00:00	Santa Luzia	-19.7697	-43.8514	23.5	480
2024-03-19 16:00:00	Santa Luzia	-19.7697	-43.8514	22.5	460
2024-03-19 18:00:00	Santa Luzia	190.0000	-43.8514	70.0	520
2024-03-19 20:00:00	Santa Luzia	-19.7697	-43.8514	19.0	-500
2024-03-19 22:00:00	Santa Luzia	-19.7697	-43.8514	17.0	340
2024-03-20 06:00:00	Nova Lima	-19.9856	-43.8467	15.0	300
2024-03-20 08:00:00	Nova Lima	-19.9856	-43.8467	17.0	340
2024-03-20 10:00:00	Nova Lima	-19.9856	-43.8467	19.0	380
2024-03-20 12:00:00	Nova Lima	-19.9856	-43.8467	20.5	420
